,tweet,labels
19842,rt phishlicia ocho approach bitch,Offensive language
19843,rt pipethefckdown peopl focus skin tone date someon fuck retard brainwash ,Offensive language
19844,rt man robin thick black tv tri get pussi back,Offensive language
19845,rt pocahontia idc yall bitch yo,Offensive language
19846,rt polarisclub im laugh hard lay unloyalist hosplea,Offensive language
19847,rt politico republican rick scott reelect flgov defeat democrat charli crist  ,Neither hate speech nor offensive language
19848,rt polopowel tha bad bitch need go currensyspitta concert bham tonight ,Offensive language
19849,rt popruth im littl teapot short irish onedirect artist year ,Neither hate speech nor offensive language
19850,rt popitfortyrick bitch said lie much bitch aint worth tell truth,Offensive language
19851,rt popitfortyrick tbh left hoe alon ,Offensive language
19852,rt possiblydana bitch spread rumor ,Offensive language
19853,rt poundmytweet wheelerkashhh  gave bitch someth mad  ,Offensive language
19854,rt pppssshhh hatin hoe comin like im finna save aintnobread bitch u better get get,Offensive language
19855,rt monkey see monkey ,Offensive language
19856,rt prettychel hate dumb bitch,Offensive language
19857,rt prettygrlrocki pussi pussi,Offensive language
19858,rt prettykel leeluca prettykel bitch didnt feed ask buy burger lmfaoooooo ,Offensive language
19859,rt prettykel leeluca bitch come ,Offensive language
19860,rt prettykel that fuck bitch fw  talk hoe claim dont fw ,Offensive language
19861,rt prettykel leeluca prettykel lol bitch run ya band know im hate broke bitch hate em,Offensive language
19862,rt prettyn bitch fail realiz nigga dont realli move still fuck bitch ,Offensive language
19863,rt prettytreazur detroitplay stnamebravo hey dont call bitch ,Offensive language
19864,rt time word jac cant save everi hoe got let hurt,Offensive language
19865,rt time get hoe lol,Offensive language
19866,rt pringlezxii dont messag number tell text im bitch lol,Offensive language
19867,rt profailur favorit childhood memori mom found stash xanax slight less bitch exact one ,Offensive language
19868,rt prolongshop led christma decor light ft led fairi string light outdoorindoor ,Neither hate speech nor offensive language
19869,rt proofgelato sweet treat lunch today  raspberri gelato ginjuic sorbet amp browni gelato gelatocart thursday  cant wait ,Neither hate speech nor offensive language
19870,rt problem retard liber think suppli amp demand mean suppli everyth demand votingmatt,Offensive language
19871,rt pterosaur nick jona hoe squeez dick nick jona gonna leak nude nick jona less role model,Offensive language
19872,rt pumpkinheaddd hoe act like get fuck amp suck dick aint say noth ,Offensive language
19873,rt que know u dawg hoe bck style,Offensive language
19874,rt quecain white bitch love cocain,Offensive language
19875,rt queenallyssa man call bitch yall argu dont think realli bitch actin like one,Offensive language
19876,rt queenalyze aint friend hoe,Offensive language
19877,rt queencnt nigga goofi act like aint lyin,Offensive language
19878,rt proud mahanain still hoe tho,Offensive language
19879,rt quirkism jeter arod class trash,Offensive language
19880,rt rachaelgoss want chill campus w amp throw bibl bitch take walk ,Hate speech
19881,rt radiomaru nerd cool get realli judgey nerd passion thing arent passion abo ,Neither hate speech nor offensive language
19882,rt radiotouren duchess cambridg present first yellow jersey  tdf,Neither hate speech nor offensive language
19883,rt raejeanhightow swuuthegod stop playin bitch know im mvp ,Offensive language
19884,rt raeleeneho hate bitch know dont fuck amp realli tri talk like cool nahh bitch foh dont ,Offensive language
19885,rt raiderlevel like dont go raider game ghetto peopl get jump lmao like well shit sound ,Offensive language
19886,rt randomshxt need dick suckedfuck bitch need slut,Offensive language
19887,rt randycaliboi hear ugli bitch talk anoth ugli bitch ,Offensive language
19888,rt u bitch aint pay billsso fuck,Offensive language
19889,rt rappersaid joey bada said trade nike new mic guess safe say sold sole new life ,Neither hate speech nor offensive language
19890,rt rappersaid tupac said aint killer dont push reveng sweetest joy next get pussi ,Offensive language
19891,rt rappersaid tyler creator said rape pregnant bitch tell friend threesom ,Offensive language
19892,rt rarebreedkena shoutout ogmaco bitch guess remix shit ,Offensive language
19893,rt rasheedwavi vivalakristia bein bitch,Offensive language
19894,rt rbomem vivabas broke even though obama work bitch got someth,Offensive language
19895,rt bill maher mock gullibl america miss real enemi ,Neither hate speech nor offensive language
19896,rt realistillest xo run niggah ill lose ,Offensive language
19897,rt realistillest mine rt xo niggah ,Hate speech
19898,rt realjonathanp bibl rt hoe alreadi got new year eve plan,Offensive language
19899,rt caitlinbartlett yeah bitch ,Offensive language
19900,rt rebelganja bookieg idk love skinni got good pussi ,Offensive language
19901,rt rebelliousmidi wheelerkashhh lol oh godddddd  bitch realli come amp late gon lls,Offensive language
19902,rt rebelliousmidi ugli bitch definit disgust ewww yuck,Offensive language
19903,rt redbonejasssi said got mani hoe,Offensive language
19904,rt redemptionzayn inhal white exhal nigger,Offensive language
19905,rt flappi bird dusti,Neither hate speech nor offensive language
19906,rt relatabi hate peopl ask tryna look good bitch bye,Offensive language
19907,rt relatabowl bad bitch ,Offensive language
19908,rt rellyonsmash shoot em shit cool gimm shit play front bitch niggagimm jiggi shit ca ,Offensive language
19909,rt renegadecut video renegad cut snowpierc analysi bong scifi action film topic includ ,Neither hate speech nor offensive language
19910,rt got slot sole sauc earli bird today use checkout  ,Neither hate speech nor offensive language
19911,rt got receipt ink sole problem ,Neither hate speech nor offensive language
19912,rt reshel inkkofrosess ear look good hoe yo background,Offensive language
19913,rt reshel keshun like aint noth cut bitch nawl aint ,Offensive language
19914,rt rhythmixx aliyahgrubb kany west costum mock girl hate kany human costum ,Neither hate speech nor offensive language
19915,rt rhythmixx weyheymariam jaymcnugget that drive bitch ,Offensive language
19916,rt rizkybiznezz joselin audienc mad bitch,Offensive language
19917,rt richiesuave viridoesitt kevin hart make funni face curriculum kinda curriculum ,Neither hate speech nor offensive language
19918,rt rickygervai great day love fellow ape  ,Neither hate speech nor offensive language
19919,rt rickygervai human genet closer chimp chimp gorilla ape great day clever ,Neither hate speech nor offensive language
19920,rt rickygervai jesus love everyon els think your right cunt,Offensive language
19921,rt rightinth pussi,Offensive language
19922,rt rightwingertoo uh oh california solar plant fri thousand bird midflight  hot air ,Neither hate speech nor offensive language
19923,rt rihanna aint got typebad bitch thing like,Offensive language
19924,rt rihanna life bitch that love know,Offensive language
19925,rt ripienaar fox news present mock femal pilot took part campaign isi wtf ,Neither hate speech nor offensive language
19926,rt ripstephani let shirt go bitch aeropostal wtf wrong  ,Offensive language
19927,rt deep pussi ,Offensive language
19928,rt roachnigga xiaobiniimessi cant believ actual kill smh bitch probabl nigga eduardo,Offensive language
19929,rt roachnigga yall nigga think hang around crib noth bitch get bread ,Offensive language
19930,rt robdelaney girl wanna rip dick throw pussi,Offensive language
19931,rt robdelaney put pant one leg time like guy eat plussiz pussi helicopt,Offensive language
19932,rt u finger bad light skin bitch ,Offensive language
19933,rt like walk dead less carl talk bird zombi attack  ,Neither hate speech nor offensive language
19934,rt rockiefresh ya chick alway get wit bitch u gotta tell shit fli cost,Offensive language
19935,rt short bitch must amp relat jesus thebsharp gpa legaci rt thelion bitch get ,Offensive language
19936,rt rodil nigga pass good girl hoe,Offensive language
19937,rt rollieghost vivalajayxoxo women would put littl love long man bitch broke ,Offensive language
19938,rt ronel get readi nevada hump day nevadamuseum real live camel ostrich zebra  oh virginiac nevadahumpday ,Neither hate speech nor offensive language
19939,rt roryscovel surpris big pussi hulk bravschi,Offensive language
19940,rt never care anoth bitch saw know,Offensive language
19941,rt rosestoko bitch make bitch look like precious thebooti ohgawd bae ,Offensive language
19942,rt ruckinandrew bitch death grip nigga ball smh ,Offensive language
19943,rt runofplay im confus martin indi drew yellow card didnt see steal tank brazilian armi open fire ,Neither hate speech nor offensive language
19944,rt russnelligan karynpolito declar victori introduc next governor charli baker charlieforgov wcvb ,Neither hate speech nor offensive language
19945,rt russnelligan final debat cleanup journalist sure know trash lobbi wcvbpoli wcvb ,Neither hate speech nor offensive language
19946,rt fuck charg even juvenil call michaelbrown thug point say nigger cuz ,Offensive language
19947,rt ryancommakerri think time bring drunken monkey,Neither hate speech nor offensive language
19948,rt ryancruz waynostra jus dont faith cus u never kno bitch ,Offensive language
19949,rt ryancruz travi alway tl ghetto ,Neither hate speech nor offensive language
19950,rt ryancruz want stamp bitch say anyth ,Offensive language
19951,rt peopl say colour ,Neither hate speech nor offensive language
19952,rt ryannotsheckl shit break lose good girl guess need bad bitch come around make,Offensive language
19953,rt alway bro nigga get crazi weather rt weallknowjo weather trash odbut gon get ,Offensive language
19954,rt u talkin hoe bout bronemwhi u talkin hoe bout bronem,Offensive language
19955,rt sbitchi bitch fallin inlov w niggass amp go get new bitch amp tri go get new nigga tri forget ,Hate speech
19956,rt sdevant moment u friend zone bitch call u u way time pleas gtf facerich homi quan ,Offensive language
19957,rt sadailday school pointless im tri pass class get bitch,Offensive language
19958,rt sadiiex vnxthni take serious kik back nigger,Offensive language
19959,rt sadiiex xnwts answer phone hoe heard boutcha,Offensive language
19960,rt salmeronbryan your father  everi mexicannigg love hear,Hate speech
19961,rt salomanizor kick cunt,Offensive language
19962,rt salomanizor mani faggot think address first name,Hate speech
19963,rt samafuckinga wish bird could constant shit peopl hate ,Offensive language
19964,rt elilak saletan jeffreygoldberg yeah know jeff book one admit beat prison lie ,Neither hate speech nor offensive language
19965,rt samzbikowski tonyjrodriguez dude video bird work fuckin,Offensive language
19966,rt sangelinaxo what guy fat bitch clear never understand,Offensive language
19967,rt santosbrina could never mess around someon els man like that clarifi self side hoe,Offensive language
19968,rt saramariewelch main nigguh sinc digit camera selfi thorpeemili ,Hate speech
19969,rt saramariewelch cant mean someth someon hittin otha bitch,Offensive language
19970,rt get eye cancer read mani michael dougla pussyjuicethroatcanc joke,Offensive language
19971,rt sarcassmlol jinki lost velma everi fuck episod scoobi doo like damn bitch get contact,Offensive language
19972,rt sassyce yall hoe,Offensive language
19973,rt sassytbh girl tweet might ghetto u bring food outsid moviesno u might stupid u pay ,Neither hate speech nor offensive language
19974,rt saucygyro whiteponyjr ugli bitch blood hand whore way,Offensive language
19975,rt savannacurri yell feel self center think bitch ,Offensive language
19976,rt savetheseho ride bitch thenhomi consid singl nigga  ,Offensive language
19977,rt savetheseho bitch skecher light  ,Offensive language
19978,rt savingtheseho bitch text goodmorn first someth,Offensive language
19979,rt neta bullshit asid need get bad bitch,Offensive language
19980,rt sblmnlcrmnl woodslamar shut nigger ass lamar,Hate speech
19981,rt scaffoldjocki ill never smoke weed willi invit hick tobi keith fuck hate mongoloid,Offensive language
19982,rt schooigiri say nigger love,Offensive language
19983,rt schoolfess bros hoe except chick cloth  everywher,Offensive language
19984,rt schoolfess ex girlfriend tell peopl sell pill coke retweet shes bitch  durant hs,Offensive language
19985,rt said thin mint bitch ,Offensive language
19986,rt scottiken settl ding dong far superior twinki,Neither hate speech nor offensive language
19987,rt scottvtraci abuyazidmuawiya congratul reinforc stereotyp insecur uneduc uncivil ,Neither hate speech nor offensive language
19988,rt blatant believ men look creepi shit ghetto ass mustach,Offensive language
19989,rt cinco de mind yo damn busi bitch,Offensive language
19990,rt scress dfkinlop lmfaooo bitch tongu longer nigga dick,Offensive language
19991,rt seanmdav sinc know your wonder blakehounshel cracker barrel place buy barrel full cracker,Neither hate speech nor offensive language
19992,rt dont gang bang ho jus gang bang hoe ,Offensive language
19993,rt melo bitch leav well lebron jus bitch regardless lol,Offensive language
19994,rt sometim listen amp revisit old album often amp skim bitch make sure keep ,Offensive language
19995,rt semperfiibitch farra teen mom sex tape pornhub lmao hoe ass,Offensive language
19996,rt sepinwal day simpson marathon dog get last exit best consecut ,Neither hate speech nor offensive language
19997,rt shabbashon thoughtsofrandi almost ran fine red bitch damn  lol,Offensive language
19998,rt shaelynspacyyi uglyassderrick shaelynspacyyi trash ,Offensive language
19999,rt shakiraevanss critic amanda say n word sure dont make joke sexual assault dont trash,Neither hate speech nor offensive language
20000,rt shananigan shade shut bitch ass,Offensive language
20001,rt shanequabullock meet bitch  mansionelan,Offensive language
20002,rt shantelb wearexci know bitch sell pussi ,Offensive language
20003,rt shantybear bitch entertain caus alway seem busi,Offensive language
20004,rt yahoo jessica ass dont need liquior  bitch drink forget everyth next day  never ,Offensive language
20005,rt shayconnnor u aint sailor moon bitch,Offensive language
20006,rt fuck islam state kill ,Hate speech
20007,rt shelbieperdu instagram need stop bitch,Offensive language
20008,rt shikeattik hate bitch constant call ugli shit annoy man,Offensive language
20009,rt shikeattik nah bitch aint gone go want back minut later im play k notic,Offensive language
20010,rt shikeattik pussi nigga dont get pussi nigga,Offensive language
20011,rt shikeattik neighborhood freak throw pussi dont catch ,Offensive language
20012,rt shitballshonkey watch follow drop like fli start see shit made upset lol take salt bitch,Offensive language
20013,rt shonni momma talm bout kid parti parent  tf duh would think ok pussi pop ,Offensive language
20014,rt shoulderleen intent new york bitch like thatnycshit bitchesbelik newyorkgirlsbelik hoodbitch ,Offensive language
20015,rt sickipedia drove daughter guinea pig vet morn im quit handi new callaway golf clubssickipedia,Neither hate speech nor offensive language
20016,rt sidneeyrose fuckin skyler white bitch,Offensive language
20017,rt silentmus happi monday bitch want know yes dont ever fuck forget amaz strong,Offensive language
20018,rt silentmus overthink fuck simplest thing lighten bitch,Offensive language
20019,rt simplyal xonayyy ugglyyi well aint bout bitch   ,Offensive language
20020,rt simplyforkick quan help everyon random question comput stuff one oop grs someth aint right ,Neither hate speech nor offensive language
20021,rt sisssyhaymaan brush guy compliment boyfriend your bitch,Offensive language
20022,rt skankymunt piss shower check yellow leg,Offensive language
20023,rt skullmand call dark cold damn charli brown,Neither hate speech nor offensive language
20024,rt radio lot great oldi check memori yanke rose today pm pm eastern ,Neither hate speech nor offensive language
20025,rt skyerey lol dont fuck mani dont call bitch,Offensive language
20026,rt skyerey ginasanabria hoe man dont need though need pick mine back ,Offensive language
20027,rt skyerey inspirenaima text someon pussi good amp sorri wrong number quot ,Offensive language
20028,rt skyerey that make fat bitch sleep night ,Offensive language
20029,rt slbgngeddi cristinacetino slbgngeddi shit nigga dont complain got room hella nude trueeee ill ,Offensive language
20030,rt slbgngeddi whitethunduh boy im retard time ,Offensive language
20031,rt slbgngeddi whitethunduh bitch spoil,Offensive language
20032,rt slimthugga u nurs rt blaccston slimthugga clown boy music trash dare say someth back buri ,Offensive language
20033,rt slinkjohnson think imma patent dispos douch ketchup type packag bitch sanitari discreet hoe ,Offensive language
20034,rt slllick trey songz repli nicki minaj gtgtgtgt  nigga spoke truth look ass bitch lmao  knew someon gonna ,Offensive language
20035,rt sluggern derek jeter use hit walkoff singl final yanke stadium atbat imag via mlbauthent ,Neither hate speech nor offensive language
20036,rt smithmuffin gradeschool danc tri worm impress bitch slam dick unforgiv ,Offensive language
20037,rt uceina poli ratchet cant stand poli bitch general loud annoy talk much,Offensive language
20038,rt socass socass sang beaner,Offensive language
20039,rt sofancyy hoe gone hoe ,Offensive language
20040,rt sofancyy swear hoe aint got noth ,Offensive language
20041,rt sofpizzi hate bitch think shit bitch basic ,Offensive language
20042,rt sofuckingswazy mayonnais color benz push miracl whip ,Neither hate speech nor offensive language
20043,rt sonupqp llamf cumin wit better bar alreadi bitch boiz yall dun fukd da way,Offensive language
20044,rt sorryimalex sos start tweet hashtag theyr trash sos ,Neither hate speech nor offensive language
20045,rt sorryimalex lametear rted alex ramo aka trash gain sos,Neither hate speech nor offensive language
20046,rt sorryimalex got call faggot buy girl tom im gonna fuck person ass,Hate speech
20047,rt sorryimalex im back caus dont wanna see boy lose trash sos,Neither hate speech nor offensive language
20048,rt sorryimalex idkmadz tbh ive seen recess monkey bar busi get beat lol  talk rate ,Offensive language
20049,rt souljaboy kmichell beef bitch ur pussi smell like beef ,Offensive language
20050,rt souljaboy kmichell crank shitti pussi yuuuuuuuuuaaaaaaa ,Offensive language
20051,rt souljaboy kmichell ur pussi smell like dumpster juic ,Offensive language
20052,rt souljaboy aint got time stupid bitch ,Offensive language
20053,rt souljaboy k michell pussi smell like shit,Offensive language
20054,rt southernshirt thing need life comfi shirt oreo southernshirt,Neither hate speech nor offensive language
20055,rt spiffytwiley vintagemonro bitch gorgeous,Offensive language
20056,rt got twitter facebook amp instagram fuk yuh mean send u pic  bitch better download avi,Offensive language
20057,rt sportspickl yanke didnt want russel martin sign pirat year ago pirat made backtoback ,Neither hate speech nor offensive language
20058,rt sportswithjohn dani alv use new gray hair talk yellow card tell refere humbl senior ,Neither hate speech nor offensive language
20059,rt spur birdit planeit supermanu nbasuperhero,Neither hate speech nor offensive language
20060,rt squarebutt dont got problem smack bitch,Offensive language
20061,rt squeakkgod fuck da opp x fuck dear hoe x ,Offensive language
20062,rt ssbeirn bird plane boat noit fli human lakeeri cle ,Neither hate speech nor offensive language
20063,rt wanna reason u look phone amp smile car run yo ass hoe,Offensive language
20064,rt stayclassay payback bitch realli,Offensive language
20065,rt stayfoqus dont eat pussi show vagfax,Offensive language
20066,rt stephdcx fuck nosey ass bitch swear lol,Offensive language
20067,rt stephanielazox hope got want bitch,Offensive language
20068,rt stepheeezyy rt nigga bitch xo  never date femal anoth niggah name lol  wtf ,Hate speech
20069,rt stephpaulus yet master art eat powder donut without look like left charli sheen hous,Neither hate speech nor offensive language
20070,rt steveersh im star jone man love big bitch,Offensive language
20071,rt come wigga soft tweet ,Neither hate speech nor offensive language
20072,rt stillandru white ppl call mexican beaner claim take job sugar skull tattoo ,Offensive language
20073,rt stoolpresident tree fall wood nobodi around make nois nj blow away trash live ,Neither hate speech nor offensive language
20074,rt strapdafool naw deez aint hoe u gota add mo,Offensive language
20075,rt stripsofgabbi southsidev stroke game stale gotta eat pussi like huski ,Offensive language
20076,rt mamp bid social christma yet follow campaign  cle market,Neither hate speech nor offensive language
20077,rt im gonna rock cock your gonna jam clam,Offensive language
20078,rt sugaarcane hoe like go talk one hoe like one hoe,Offensive language
20079,rt trestingalor know cunt nugget ,Offensive language
20080,rt cavemaninc carminezozzora charli understood keep percentag lower ,Neither hate speech nor offensive language
20081,rt survivingqueen pussi stay wet shes around gotta lick till wetter never,Offensive language
20082,rt sweatercamila lohanthoni littl bitch doesnt even like girl get follow dedic life ,Offensive language
20083,rt sweetallie loyal girl realli truli come smart mouth argument hoe let pleas caus ,Offensive language
20084,rt sweetrom visionamd azw bird feather,Neither hate speech nor offensive language
20085,rt sydrena alyssa pink fuzzi one amp silki silver one bathrob wonder thing ,Neither hate speech nor offensive language
20086,rt sydneysoleil spiderman bitch highkey tho,Offensive language
20087,rt buy doubl stuf oreo boyfriend,Neither hate speech nor offensive language
20088,rt tkosway cum pussi love,Offensive language
20089,rt tgrun yeah check connect fuck wifi check lil bitch nigga ,Offensive language
20090,rt tableninemut citi light charli chaplin movi hertzrumbl  via wordpressdotcom,Neither hate speech nor offensive language
20091,rt taexchana momma dee aint loyal aint pose tell main bitch bout side bitch ,Offensive language
20092,rt tailorlamar yall nigga hoe,Offensive language
20093,rt takeyaah hoe thought ,Offensive language
20094,rt tanajiamonay hate hype ass bitch like  earli loud sit tf somewher,Offensive language
20095,rt tanakacallen tndyy awwww niggar thank much sure mean lot ,Offensive language
20096,rt tanishalixpussi need compet women there one shit im bitch,Offensive language
20097,rt taylortm pacmanjonez philwotg whitest person tl alway ghetto im sick,Hate speech
20098,rt taylorcaniff wear beani winter long bandana till ,Neither hate speech nor offensive language
20099,rt taylorcaniff im date yanke field get kiss cam bucketlist,Neither hate speech nor offensive language
20100,rt harleighpurolla biggest two face bitch ever wont ,Offensive language
20101,rt taylormrak peopl beg see women bodi minut theyr seen woman hoe oh okay,Offensive language
20102,rt taylorrdian sidelin hoe get mad bitch shut okay second time sudden ,Offensive language
20103,rt taymaegotem bitch tweet likei wanna suck dick chill song  bitch song ,Offensive language
20104,rt taymi confus yall tweet wanna bitch roll weed ampsmok night like wtf kind standard ,Offensive language
20105,rt taypaynay littl bitch,Offensive language
20106,rt taysymone inkkofrosess hoe ,Offensive language
20107,rt taysymone hoe got much say ,Offensive language
20108,rt tbhbooti latina pussi like ,Offensive language
20109,rt tbhjust twelveyeah scale one tenbitch,Offensive language
20110,rt tbhjuststop score flappi bird higher bronco score right,Neither hate speech nor offensive language
20111,rt tbhjustzach negat posit fuck smile beauti bitch,Offensive language
20112,rt trust bitch wordsofadvic,Offensive language
20113,rt teapot stuff broke loos must panic share gif instead ,Neither hate speech nor offensive language
20114,rt teeaduh mani hoe ethnic,Offensive language
20115,rt teekaydontgaf westsidefle send hoe clean fse ,Offensive language
20116,rt tekiaa wasnt put earth bitch like meamp damn sure dgaffff ,Offensive language
20117,rt terrigeorgia charli crist lead rick scott florida governor race everi vote matter ,Neither hate speech nor offensive language
20118,rt tfilooklik bae win dont get pussi tonight shiiiiiit ,Offensive language
20119,rt r prime suspect foley murder yo british jihadi wait  declar allegi anonym ,Neither hate speech nor offensive language
20120,rt thaboyrich rt nysanim use shame hoeprostitut social media call hustl lol,Offensive language
20121,rt donquixtot trash tbh startmikevik,Neither hate speech nor offensive language
20122,rt say girlfriend would believ drop hoe,Offensive language
20123,rt kidzi ohioan clown kid like sooo warm fuck wrong minnesota well bitch karma team ,Offensive language
20124,rt thatniggashad visuallygift sound like soulless cunt,Offensive language
20125,rt thatgirlran act like age like awk moment thought tweet ,Neither hate speech nor offensive language
20126,rt thatsryann think man cheat take bitch hous see wifi ,Offensive language
20127,rt theartoftril dolph hoe bout rock dj holiday show memphi,Offensive language
20128,rt thechefboyrd victoriaaale anniespring ew shes ugli hoe,Hate speech
20129,rt thechefboyrd pussi popz sever ,Offensive language
20130,rt thehighestpeak flavaaaaa ya ear hoe live lol,Offensive language
20131,rt thehighestpeak ya lil dumb ass bitch ian fwi,Offensive language
20132,rt theroyallif ha ha real name hasean yall get ghetto ass name,Offensive language
20133,rt thestrangest readi make today bitch,Offensive language
20134,rt theblueprint trash hope rt complexmag bigsean drop four new song,Neither hate speech nor offensive language
20135,rt theironsheik alex rodriguez lucki ryan dempster hit go get camel break neck son bitch,Offensive language
20136,rt theironsheik justin bieber win oscar suck ball dead dog midget dick son bitch,Offensive language
20137,rt theironsheik tbt learn english jabroni big bird break fuck neck  ,Offensive language
20138,rt theironsheik wake dumb son bitch,Offensive language
20139,rt theironsheik hello thebatman offici big time pussi,Offensive language
20140,rt sarah burk pussi b like ,Offensive language
20141,rt dite u annoy hit dare ass bitch alway tryna test big ass ft lineback ass dude girl ,Offensive language
20142,rt thebootycluh xoxomooki nigga settl easi bitch  like dont yall wanna bitch challeng better ,Offensive language
20143,rt thebrandymedel everi bitch got nigga gone alway fuck matter ,Offensive language
20144,rt thecoreyholcomb bitch somewher cough like mug ,Offensive language
20145,rt thecoreyholcomb espn jason whitlock pti ass kiss mister charli justifi bullshit eagl jackson,Offensive language
20146,rt thecoreyholcomb everi man cant bad bitch countri got cash amp r will go poverti roam ,Offensive language
20147,rt thecoreyholcomb everi time sleep two women day prove countri problem educ bitch self ,Offensive language
20148,rt thecoreyholcomb man happi next relationship fuck way bless bitch,Offensive language
20149,rt thecoreyholcomb got damn shame bitch wit raw ass dick suck skill wifey materi,Offensive language
20150,rt thecoreyholcomb long finger dike hoe pull glove instead wink bitch tri suck,Offensive language
20151,rt thecoreyholcomb man ever abort babi even  abort bitch soon meet god amp babi face ,Offensive language
20152,rt thecoreyholcomb peopl r mental stabl know beat kid amp talk club hoe amp stop dad ,Offensive language
20153,rt thecoreyholcomb wnba superstar suck pussi top da world stop play amp da thousand r gone ,Offensive language
20154,rt thecoreyholcomb bitch wit babi ask switch seat famili could togeth said bitch famili wasnt ,Offensive language
20155,rt thecoreyholcomb twitter famili promis put tour schedul today soon pussi hustlin girl pay ,Offensive language
20156,rt thecoreyholcomb gay girl suck pussi bitch took plan b pill day mean munch hoe ate ,Offensive language
20157,rt thecoreyholcomb kick wit yall check yo squad buster amp blameamotherfuck ass bitch surround u twice ,Offensive language
20158,rt thecrewfinest xo niggah thecrewfinest func fuccccccck upppppp im,Offensive language
20159,rt thefrogod dat shit complexmag shirt inspir drake emoji tattoo preorder  ,Offensive language
20160,rt thegam rt game beat glocc la full video  via youtub  bitch cop cant ,Offensive language
20161,rt thejokerxo weedcloudz sza freckl pussi,Offensive language
20162,rt thejudyann aint hoe get trap houseee,Offensive language
20163,rt thelibraicon rt wenotsock rt intensedesir bow wow look like stress save hoe wear ,Offensive language
20164,rt therealquilli bitch fuck wit dead beat dad long cuttin ,Offensive language
20165,rt therealemandm redisraw pussi lmao,Offensive language
20166,rt therealemandm settl pussi,Offensive language
20167,rt therealemandm yanke doodl farm cotton farm,Neither hate speech nor offensive language
20168,rt therealelp cnn tonight  n word crackerwhich offens probabl one wont spell fuck ,Offensive language
20169,rt therealiman price pussi toronto declin one henessey bottl quarter pounder combo larg fri,Offensive language
20170,rt thesexiertwin make today bitch ,Offensive language
20171,rt thewayoftheid viola davi san wig still stuntin hoe classic beauti way htgawm,Offensive language
20172,rt thewhitegucci bitch blew high high drug,Offensive language
20173,rt theyloveblaq joselin sneak athea  bitch dont like come like amp still sit yo ass onnat couch ,Offensive language
20174,rt theyalltatifan beeguwop told unfollow bitch aint wanna listen barbi  ,Offensive language
20175,rt theycallmenavi royaltyclubvp wors yet u meet bird nice ras your like someth u look familiar ,Neither hate speech nor offensive language
20176,rt theyoungdread word go babe bitch love hate need forget your everyth your noth,Offensive language
20177,rt thiizz amp fuck bitch,Offensive language
20178,rt thinksarcasm music tast goe ghetto black girl depress white girl,Offensive language
20179,rt thirlrect fight bitch austin that gringo right aint one mess white chocol drop,Offensive language
20180,rt thisdayinmet apr th waspoffici releas album killfuckdi taketheaddict mytorturedey wasp heavymet ,Offensive language
20181,rt thotbucket kid wear huf sock dont sweat swag sweatshirt im like leav pussi rest us dude,Offensive language
20182,rt thoughtkendali dumb bitch ruin perfect good sweater ,Offensive language
20183,rt thtsher ya bitch mad tell ha ill put ha ,Offensive language
20184,rt tianarosee mari jane bitch,Offensive language
20185,rt tiaramescudi hate bitter bitch tri take away someon happi,Offensive language
20186,rt tiathegawd bitch tri wrong bitch amp dont even know,Offensive language
20187,rt tac guy like man fuck bitch deep insid miss bitch still love bitch amp want bitch ,Offensive language
20188,rt ticiaverv royal citi kushit king mero sudannear river nileit seat ruler occupi egypt ,Neither hate speech nor offensive language
20189,rt tictacsforsex girlfriend doesnt like bitch dont talk bitch,Offensive language
20190,rt tightgripp bitch said hope snow like hell summer  actual fuck expect happen,Offensive language
20191,rt tigolbittiesxo bitch u born pound sephora mac ya face that ya natur face,Offensive language
20192,rt timbvtcher old soul like young bitch,Offensive language
20193,rt tinatbh rt u broke bitch expens tast,Offensive language
20194,rt tinykiss low self esteem nigga walk around braggin bitch fuck someth prove ppl,Offensive language
20195,rt tishforprez pointi nail game da bird,Neither hate speech nor offensive language
20196,rt tishforprez eat pussi,Offensive language
20197,rt dumb bitch,Offensive language
20198,rt tjcurtin bird eye view today activ thank brentjff great camera work ,Neither hate speech nor offensive language
20199,rt tmaeleen bitch blew high amp dese drug,Offensive language
20200,rt tmoneypresa bae sing aint nun cut bitch much enthusiasm ,Offensive language
20201,rt tnicollerauzi alway bitch opposit sex equal scandal larg sum hypocrisi ,Offensive language
20202,rt toddknif full weakenednacho set except last song southern dark fest last month whos ape guitar ,Neither hate speech nor offensive language
20203,rt tokmetzi dreigdwergen haatsmurfen en de roze khmer hoe twitter een slagveld werd  via decorrespond,Neither hate speech nor offensive language
20204,rt tolkienproverb fairi tale deni exist sorrow failur,Neither hate speech nor offensive language
20205,rt tommykayyy aye littl bitch yall nigga hirin ,Offensive language
20206,rt tommyjast da hoe cmon thru hatchi utica tdt rock dis biiaaaatch tdthoe teamspad highgang,Offensive language
20207,rt tomtomorrow report aerosol virus turn ape intellig seem like kind day,Neither hate speech nor offensive language
20208,rt tonymoor found chees cracker sandwich cabinet year expir ate anyway die tonight worst ,Neither hate speech nor offensive language
20209,rt tonyrobbin pier morgan charli sheen take charli sheen take pay via ,Neither hate speech nor offensive language
20210,rt toodopebro nigga tell hoe hes taken  hes real nigga ,Offensive language
20211,rt toujoour could never kiss bitch follow someon cup tea  hoe look foolish,Offensive language
20212,rt townhallcom charli crist refus back racebas attack gop ,Neither hate speech nor offensive language
